ID,parents,has_nurs,form,children,housing,finance,social,health,app_status
698,2,3,2,4,3,1,2,3,1
699,1,4,4,4,3,2,3,3,1
700,3,3,4,3,1,2,3,2,0
701,2,3,3,4,2,2,2,2,1
702,1,4,4,4,1,2,3,3,1
703,1,3,1,3,3,1,2,2,1
704,3,2,2,1,3,1,1,3,0
705,2,2,3,2,3,2,2,2,0
706,3,2,3,2,2,1,3,3,0
707,1,1,2,3,3,2,3,3,1
708,1,3,1,2,2,2,2,1,0
709,3,2,2,4,1,2,2,3,0
710,2,2,3,3,3,1,2,3,0
711,1,2,2,4,1,2,1,3,0
712,3,4,4,4,1,2,1,1,0
713,1,2,1,1,1,1,2,3,1
714,3,4,1,4,3,2,3,2,0
715,3,4,2,2,1,2,1,3,0
716,3,4,4,3,2,1,3,2,0
717,1,3,2,1,3,1,2,1,0
718,3,4,3,1,1,2,2,3,1
719,2,3,3,1,2,2,3,3,1
720,2,4,1,2,3,2,1,1,0
721,3,2,3,4,2,2,3,2,0
722,3,3,4,1,3,2,3,1,0
723,2,2,3,3,2,2,2,3,0
724,2,4,1,1,1,1,2,2,1
725,1,3,4,4,1,1,3,2,1
726,3,3,1,3,1,2,1,1,0
727,1,3,2,4,2,2,3,2,1
728,2,2,3,3,1,1,2,2,0
729,2,2,2,1,3,2,3,2,0
730,2,2,3,3,2,2,3,1,0
731,1,2,4,4,3,2,1,2,0
732,2,2,1,4,2,2,2,3,0
733,3,3,4,2,3,1,3,1,0
734,1,2,1,1,1,2,1,3,1
735,3,2,4,4,1,1,3,3,1
736,3,1,3,1,1,1,2,3,1
737,2,3,1,1,2,1,2,2,1
738,1,1,4,2,3,1,3,1,0
739,2,2,2,1,3,1,3,1,0
740,1,2,4,3,1,1,3,3,1
741,3,3,3,4,1,1,1,1,0
742,3,4,1,2,2,2,3,2,0
743,3,1,3,1,3,1,3,3,1
744,1,2,3,2,2,1,2,3,1
745,3,2,2,2,3,1,1,1,0
746,1,4,1,2,2,1,2,1,0
747,3,2,3,4,1,1,3,3,1
748,2,2,1,3,3,2,3,1,0
749,3,3,1,3,2,1,1,1,0
750,1,4,1,1,3,2,3,3,1
751,3,3,3,1,2,2,1,1,0
752,1,4,3,4,1,1,2,3,1
753,1,1,1,3,2,2,2,2,1
754,1,4,3,2,3,1,3,3,1
755,3,2,1,1,3,1,2,2,0
756,3,3,1,2,2,1,3,2,0
757,2,2,4,4,3,2,1,2,0
758,3,2,3,3,2,2,3,2,0
759,1,3,3,2,3,1,1,2,1
760,2,3,4,4,1,2,3,2,1
761,2,1,4,1,3,1,2,1,0
762,3,1,2,4,3,1,3,1,0
763,1,3,4,3,1,1,1,2,1
764,2,1,3,4,1,1,3,3,1
765,3,1,3,4,2,1,1,2,0
766,3,1,1,1,2,1,3,1,0
767,2,2,2,2,2,2,1,3,0
768,1,2,2,1,3,1,3,2,1
769,3,3,1,1,2,2,3,2,1
770,1,1,1,4,1,2,1,2,1
771,1,3,3,3,2,2,1,3,1
772,2,3,3,1,3,1,1,2,1
773,3,2,1,4,2,2,1,2,0
774,2,4,1,1,2,2,1,2,1
775,3,4,2,3,1,2,1,1,0
776,1,1,1,2,1,1,2,3,1
777,3,2,4,2,1,1,1,3,0
778,1,1,2,4,3,2,2,2,1
779,2,4,1,2,1,1,1,3,1
780,2,1,4,4,1,1,3,2,1
781,2,1,2,1,2,1,1,1,0
782,3,1,1,1,2,2,1,1,0
783,2,2,1,3,1,1,3,2,0
784,1,3,4,4,2,1,1,2,1
785,3,3,1,2,3,1,3,2,1
786,3,1,2,2,1,2,1,3,0
787,3,4,3,2,2,1,1,2,0
788,3,2,4,3,2,2,2,1,0
789,1,3,1,2,2,2,1,1,0
790,3,1,4,4,3,1,3,2,0
791,3,2,4,4,1,1,3,2,0
792,1,2,3,4,3,2,2,3,0
793,1,2,3,4,2,2,2,1,0
794,1,4,2,3,1,2,1,2,1
795,3,1,4,2,2,1,3,1,0
796,2,2,4,4,1,1,2,2,0
797,3,4,3,3,1,1,1,3,0
798,1,3,1,3,3,2,1,1,0
799,3,1,2,2,2,1,2,3,1
800,1,2,3,2,1,1,1,3,0
801,2,1,1,2,1,2,1,3,1
802,3,2,2,2,3,2,1,3,0
803,3,2,3,1,3,2,1,3,0
804,2,2,4,1,3,1,2,2,0
805,3,4,3,3,1,1,3,3,1
806,1,4,3,3,1,2,1,2,1
807,3,2,2,3,1,2,2,2,0
808,2,3,2,4,2,2,3,3,1
809,3,4,1,4,1,1,1,2,0
810,1,3,1,3,3,1,1,3,1
811,3,2,2,3,2,2,1,2,0
812,3,1,2,2,1,1,3,2,1
813,3,1,3,3,1,1,3,2,1
814,1,3,3,4,1,1,1,2,1
815,1,4,1,2,3,1,2,2,1
816,2,2,4,2,1,1,3,3,1
817,3,3,3,2,2,2,1,3,0
818,2,1,2,3,3,2,3,2,1
819,2,2,2,3,2,2,2,1,0
820,3,3,2,1,3,1,3,3,1
821,1,4,3,4,2,2,1,3,1
822,1,2,4,4,3,2,3,3,0
823,1,3,2,2,1,1,2,3,1
824,2,2,2,1,3,2,1,2,0
825,3,2,4,2,3,1,1,2,0
826,3,2,2,1,2,1,1,1,0
827,1,2,4,1,1,2,3,2,0
828,1,1,2,3,1,2,1,2,1
829,1,1,1,1,2,1,1,2,1
830,1,2,4,3,1,2,3,1,0
831,3,1,2,2,1,1,2,2,1
832,3,2,4,1,3,1,1,2,0
833,1,3,3,1,3,2,3,3,1
834,3,4,1,4,3,1,3,1,0
835,2,2,3,2,1,1,1,2,0
836,3,3,1,1,1,1,1,1,0
837,3,3,2,3,1,1,2,1,0
838,2,4,3,2,1,1,2,2,1
839,3,2,1,2,3,2,1,1,0
840,3,3,1,3,3,1,1,1,0
841,1,3,2,4,2,2,1,2,1
842,1,2,1,3,3,2,3,2,0
843,1,3,2,2,1,1,3,1,0
844,1,2,3,3,3,1,1,1,0
845,1,2,1,3,3,1,3,3,0
846,1,1,4,2,2,2,1,1,0
847,2,2,2,1,1,1,3,3,1
848,1,2,2,2,2,2,3,1,0
849,2,1,3,1,3,2,1,2,1
850,1,3,2,3,1,2,3,3,1
851,3,1,2,1,3,2,1,1,0
852,1,4,1,3,3,2,2,3,1
853,1,1,2,3,2,1,2,1,0
854,2,1,1,1,2,2,1,1,0
855,2,2,2,2,2,2,2,2,0
856,2,2,3,2,1,2,1,1,0
857,3,1,2,1,2,1,1,3,0
858,3,1,4,2,3,1,3,2,0
859,3,2,3,3,2,1,1,2,0
860,1,1,1,4,1,1,3,2,1
861,3,4,1,2,3,2,1,2,0
862,2,3,1,1,1,2,2,3,1
863,3,4,4,4,2,1,3,2,0
864,3,2,3,1,1,2,2,3,1
865,1,4,4,3,2,2,2,2,1
866,1,2,4,4,1,2,3,1,0
867,3,4,3,4,3,1,2,3,0
868,3,2,1,3,3,1,3,2,0
869,1,1,4,2,3,1,2,1,0
870,3,2,2,2,3,2,3,2,0
871,1,1,4,3,3,2,3,3,1
872,1,2,4,3,2,2,1,1,0
873,2,4,4,3,1,2,3,2,0
874,2,1,2,3,2,2,1,3,1
875,2,1,1,1,1,2,2,2,1
876,2,2,2,4,1,1,3,1,0
877,1,1,4,3,1,2,2,3,1
878,2,2,3,1,1,1,3,1,0
879,3,3,3,1,1,1,1,2,1
880,2,1,3,3,3,1,2,3,1
881,1,4,3,4,3,2,2,1,0
882,3,2,1,4,1,1,1,1,0
883,2,3,4,4,1,2,1,1,0
884,2,2,2,3,3,1,1,1,0
885,1,1,4,1,1,2,2,1,0
886,3,3,3,3,1,2,3,2,0
887,1,2,2,2,1,1,3,3,1
888,1,3,4,4,1,2,1,2,1
889,3,2,2,4,1,1,2,3,1
890,2,3,2,3,1,2,1,3,1
891,3,1,1,2,2,2,1,3,0
892,1,2,1,1,3,1,3,1,0
893,1,2,1,2,2,1,2,2,0
894,3,3,1,4,3,1,3,2,0
895,2,4,1,3,1,2,2,2,0
896,3,3,3,3,1,1,3,3,1
897,3,4,4,1,1,2,3,1,0
898,3,2,1,4,1,2,2,2,0
899,3,1,3,2,2,2,2,1,0
900,2,2,2,2,3,1,2,1,0
901,1,1,3,1,2,2,3,1,0
902,2,3,1,1,1,2,3,3,1
903,1,4,1,3,2,2,1,1,0
904,3,3,4,2,2,2,1,2,0
905,2,1,1,3,2,1,3,1,0
906,2,3,1,2,3,2,2,1,0
907,1,2,3,4,3,1,1,1,0
908,2,2,4,2,3,1,3,2,0
909,3,2,4,3,2,1,2,1,0
910,3,2,1,3,1,2,2,1,0
911,2,4,3,3,3,1,1,2,0
912,3,2,4,1,3,1,2,3,0
913,3,2,3,3,3,1,2,2,0
914,2,2,2,4,1,1,1,2,0
915,2,3,1,2,3,2,3,1,0
916,1,4,3,2,3,1,2,1,0
917,3,4,3,1,1,1,1,2,0
918,1,4,4,4,1,2,2,3,1
919,2,1,2,3,3,1,1,2,1
920,1,4,3,1,3,1,3,2,1
921,1,2,4,4,1,2,3,3,0
922,3,2,3,4,2,1,2,1,0
923,2,2,4,3,1,1,1,3,0
924,2,3,1,4,1,1,1,2,1
925,2,4,2,2,3,1,3,2,0
926,3,3,1,3,3,2,3,1,0
927,2,1,1,3,1,2,3,3,1
928,2,4,2,2,2,2,3,3,1
929,1,4,2,1,1,1,2,3,1
930,2,1,2,1,1,2,3,2,1
931,1,2,4,2,2,2,1,3,0
932,3,3,1,1,2,2,1,3,1
933,1,1,3,3,3,2,2,3,1
934,1,4,4,1,3,1,2,3,1
935,2,2,2,4,2,2,1,2,0
936,3,1,2,1,3,2,2,1,0
937,3,1,2,1,2,2,2,1,0
938,3,1,3,2,1,1,2,2,1
939,1,3,1,3,3,1,2,1,0
940,1,4,4,1,2,2,2,1,0
941,1,2,2,3,1,2,3,3,1
942,1,2,1,4,2,1,2,2,0
943,1,3,3,2,2,1,1,2,1
944,2,3,1,1,1,1,3,3,1
945,3,3,3,1,3,1,1,3,1
946,2,2,3,3,1,1,2,3,1
947,1,3,4,4,1,2,3,3,1
948,3,1,2,3,1,2,3,2,0
949,3,1,2,2,1,2,3,1,0
950,3,2,4,2,3,2,3,3,0
951,2,2,3,4,1,2,2,3,0
952,1,3,3,4,3,2,2,2,1
953,3,4,3,3,3,1,3,1,0
954,2,3,4,2,1,1,2,2,1
955,3,2,2,2,2,1,2,3,0
956,1,3,3,2,1,2,2,3,1
957,1,2,1,3,1,2,3,1,0
958,3,3,4,3,1,1,3,1,0
959,1,3,2,2,3,2,3,3,1
960,1,2,3,3,1,2,3,3,0
961,1,2,1,3,3,1,1,2,0
962,3,3,3,1,1,1,3,2,1
963,1,3,4,4,2,1,3,2,1
964,3,2,4,2,2,2,1,3,0
965,3,2,2,2,3,1,2,1,0
966,3,2,3,3,3,2,2,2,0
967,3,2,4,1,3,1,1,2,0
968,1,2,1,1,1,1,1,1,0
969,3,2,2,1,2,2,2,1,0
970,3,2,3,2,1,1,3,2,0
971,2,4,3,1,2,2,3,2,0
972,2,2,4,2,2,1,2,2,0
973,1,3,4,3,2,1,2,3,1
974,1,3,4,2,1,1,2,3,1
975,1,3,3,2,2,2,1,1,0
976,3,2,2,2,1,1,2,1,0
977,2,2,4,1,1,1,2,1,0
978,1,2,1,4,3,1,3,2,0
979,3,1,3,1,2,2,2,2,0
980,1,2,4,3,2,1,3,1,0
981,1,4,3,3,2,2,1,1,0
982,1,3,4,3,3,2,3,3,1
983,2,2,3,2,3,1,3,3,1
984,3,1,3,2,1,1,1,1,0
985,1,1,2,2,3,1,3,2,1
986,1,1,4,2,3,1,1,2,1
987,3,4,1,3,3,2,1,1,0
988,1,3,4,1,1,2,2,1,0
989,2,3,4,1,2,1,2,2,1
990,1,1,1,4,1,2,2,1,0
991,2,4,2,2,2,1,3,3,1
992,3,2,1,2,3,1,3,3,1
993,1,3,1,2,1,2,2,3,1
994,3,4,4,2,2,2,2,3,0
995,1,4,3,4,3,1,1,3,1
996,3,3,2,1,2,1,3,3,1
997,3,2,1,2,1,2,3,2,0
998,1,3,2,4,3,2,3,2,1
999,2,2,4,2,3,1,2,2,0
1000,2,4,4,3,2,2,2,3,1
1001,2,1,3,4,2,1,1,1,0
1002,2,1,3,2,2,2,2,1,0
1003,3,4,2,2,1,2,1,1,0
1004,2,3,2,2,2,1,3,1,0
1005,1,4,4,3,3,1,3,3,1
1006,2,4,3,1,3,2,2,2,1
1007,2,2,3,2,2,2,3,1,0
1008,2,2,4,3,3,2,1,2,0
1009,2,1,4,2,3,2,1,3,1
1010,1,3,3,2,1,2,3,2,1
1011,2,2,1,1,3,2,2,3,1
1012,1,4,1,3,3,1,1,1,0
1013,3,4,1,3,3,1,3,1,0
1014,1,4,3,1,1,1,3,1,0
1015,2,2,3,2,2,2,2,1,0
1016,3,2,1,4,3,2,1,2,0
1017,2,2,4,4,3,1,3,3,0
1018,2,2,3,4,1,2,3,2,0
1019,1,2,2,4,3,1,3,1,0
1020,3,4,3,4,2,2,3,1,0
1021,2,3,2,1,1,1,1,3,1
1022,3,1,1,1,1,1,2,3,1
1023,2,3,4,1,1,1,3,2,1
1024,3,2,1,2,3,2,3,1,0
1025,3,1,1,1,2,1,1,3,1
1026,3,3,4,1,1,2,2,1,0
1027,1,2,2,3,3,1,1,1,0
1028,3,2,2,3,3,2,1,3,0
1029,3,2,4,3,3,1,1,3,0
1030,3,4,1,1,2,2,2,2,0
1031,3,2,1,1,2,1,1,1,0
1032,2,2,3,1,2,1,1,1,0
1033,3,1,4,3,2,1,1,3,0
1034,2,2,2,4,2,2,3,3,0
1035,3,2,4,3,1,2,2,2,0
1036,3,2,1,4,3,1,1,3,0
1037,1,2,4,2,2,2,2,1,0
1038,1,2,3,2,1,1,2,1,0
1039,2,4,4,3,2,1,1,1,0
1040,3,3,4,2,2,2,2,1,0
1041,2,3,1,2,3,1,1,2,1
1042,2,1,3,3,1,1,3,3,1
1043,2,2,1,3,1,1,1,3,0
1044,1,3,3,4,1,1,3,1,0
1045,2,4,4,2,3,1,1,2,0
1046,2,1,1,3,2,1,2,2,1
1047,3,2,4,2,1,2,3,1,0
1048,2,1,4,1,1,2,3,2,1
1049,3,1,3,1,2,1,1,2,0
1050,2,1,4,3,1,1,2,1,0
1051,3,2,4,2,3,1,3,2,0
1052,3,3,1,1,1,1,3,3,1
1053,1,3,2,3,3,2,3,1,0
1054,1,1,4,2,2,1,1,1,0
1055,2,3,4,4,3,2,1,2,1
1056,2,2,2,3,3,2,2,2,0
1057,3,2,3,4,3,2,3,1,0
1058,1,1,4,4,3,1,1,2,1
1059,1,2,3,3,1,1,2,3,1
1060,1,3,2,1,2,2,2,2,1
1061,1,4,1,4,3,2,3,2,1
1062,2,2,1,3,3,2,2,1,0
1063,2,2,4,3,1,2,2,1,0
1064,3,1,1,4,1,2,1,1,0
1065,2,2,2,4,3,1,2,3,0
1066,1,2,2,4,3,2,3,1,0
1067,1,2,4,2,1,1,3,3,1
1068,3,2,4,2,2,1,3,2,0
1069,3,4,1,4,2,2,3,1,0
1070,2,1,4,1,3,2,3,3,1
1071,3,1,2,3,3,1,3,1,0
1072,1,2,4,2,3,2,2,3,0
1073,1,2,2,4,1,2,3,2,0
1074,2,1,2,2,1,1,2,3,1
1075,1,2,1,2,1,2,1,1,0
1076,3,4,3,3,1,1,3,1,0
1077,3,3,3,3,1,1,1,3,1
1078,3,3,1,4,3,1,1,3,0
1079,3,2,2,4,1,2,3,3,0
1080,3,1,2,2,1,2,3,2,0
1081,1,3,3,1,3,2,3,1,0
1082,3,1,4,2,3,1,3,1,0
1083,3,2,2,2,3,2,1,1,0
1084,2,2,3,3,1,1,2,1,0
1085,1,3,1,2,2,2,2,2,1
1086,2,2,1,4,3,1,1,1,0
1087,1,2,1,4,2,2,2,2,0
1088,1,3,2,2,3,2,1,3,1
1089,2,1,2,1,2,2,1,1,0
1090,2,2,2,2,2,2,3,1,0
1091,3,2,4,4,2,1,3,3,0
1092,1,2,4,4,1,2,3,3,1
1093,2,2,2,2,2,1,2,3,0
1094,1,3,4,1,1,1,2,2,1
1095,1,3,2,4,3,1,3,2,1
1096,2,3,3,3,3,2,3,2,1
1097,3,4,3,4,2,1,1,1,0
1098,1,4,1,3,1,2,2,3,1
1099,1,2,4,3,1,2,2,2,0
1100,3,2,3,2,1,2,1,2,0
1101,1,2,3,1,1,1,1,2,0
1102,2,2,4,1,1,1,1,2,0
1103,1,1,2,3,3,1,3,1,0
1104,2,2,3,4,1,2,2,3,0
1105,1,2,4,1,1,1,2,3,1
1106,2,3,2,4,3,2,2,1,0
1107,2,1,1,4,1,2,3,1,0
1108,3,3,4,3,2,1,1,3,0
1109,1,2,4,2,2,1,1,2,0
1110,3,4,3,2,3,1,2,3,1
1111,2,1,4,1,3,2,3,2,1
1112,3,4,3,4,3,1,3,2,0
1113,3,3,2,1,3,2,2,2,1
1114,3,2,4,2,1,1,3,3,1
1115,2,1,1,3,2,1,1,1,0
1116,2,3,2,1,1,1,2,2,1
1117,3,1,3,2,1,2,1,1,0
1118,3,4,4,4,2,2,2,2,0
1119,3,3,1,3,3,2,2,1,0
1120,3,4,2,1,1,2,3,2,0
1121,1,3,4,4,1,1,2,2,1
1122,1,4,4,2,2,2,3,2,1
1123,2,1,4,3,1,2,1,3,1
1124,3,1,3,1,3,2,1,3,1
1125,3,1,3,3,1,2,1,2,0
1126,1,3,3,3,1,2,3,2,1
1127,3,4,2,3,3,1,2,1,0
1128,2,2,1,1,3,2,3,1,0
1129,2,1,4,1,1,2,3,3,1
1130,3,2,2,3,1,1,2,2,0
1131,2,4,2,1,3,2,3,2,1
1132,2,2,2,4,3,2,2,3,0
1133,3,2,1,2,2,1,1,3,0
1134,2,2,4,4,2,2,2,1,0
1135,2,3,2,1,3,1,1,3,1
1136,2,2,3,3,2,2,2,2,0
1137,1,4,2,2,2,2,1,2,1
1138,2,2,1,1,1,1,1,3,1
1139,3,3,1,3,3,2,1,3,0
1140,3,2,3,2,2,2,1,1,0
1141,2,2,3,4,3,1,2,2,0
1142,1,1,2,2,3,1,3,3,1
1143,3,1,3,2,2,1,2,2,0
1144,2,4,1,1,1,2,3,1,0
1145,2,4,1,1,3,2,3,1,0
1146,3,3,3,3,2,1,1,1,0
1147,1,2,3,1,1,2,3,1,0
1148,3,1,4,2,3,2,3,3,1
1149,1,3,3,1,1,1,3,3,1
1150,3,2,4,1,1,1,3,3,1
1151,2,2,1,4,3,1,2,1,0
1152,2,4,2,2,3,1,3,1,0
1153,2,1,3,1,1,2,3,3,1
1154,2,4,2,2,2,2,3,2,0
1155,2,3,3,1,3,2,1,1,0
1156,1,4,2,1,2,2,1,1,0
1157,2,3,3,2,2,2,2,2,1
1158,3,1,3,3,1,2,2,2,0
1159,3,3,1,2,2,2,3,2,0
1160,1,2,1,4,2,1,1,1,0
1161,2,4,2,2,2,2,2,2,0
1162,3,3,1,2,3,1,2,2,1
1163,1,3,2,4,1,2,1,2,1
1164,2,2,4,3,1,1,2,1,0
1165,1,3,3,1,1,1,2,3,1
1166,3,2,4,3,3,2,3,2,0
1167,3,3,1,1,1,2,3,2,1
1168,2,3,2,2,1,2,3,3,1
1169,3,4,3,2,2,2,2,2,0
1170,3,2,1,1,3,1,3,2,0
1171,3,2,2,2,3,2,2,3,0
1172,3,4,3,3,1,2,2,1,0
1173,2,4,1,4,3,2,2,2,0
1174,2,2,3,4,3,1,2,3,0
1175,1,2,1,4,1,2,3,3,0
1176,2,4,2,1,3,2,1,2,1
1177,2,4,2,1,2,2,3,1,0
1178,2,2,1,1,2,2,3,2,0
1179,1,3,3,2,1,1,2,3,1
1180,1,1,2,1,1,1,2,1,0
1181,3,2,2,4,3,1,3,3,0
1182,1,2,3,2,1,1,1,1,0
1183,2,4,4,2,2,2,3,3,1
1184,3,2,4,1,1,2,1,2,0
1185,2,2,1,1,2,1,1,1,0
1186,1,2,4,2,1,2,3,3,0
1187,2,2,3,4,1,2,3,2,0
1188,2,1,4,3,1,2,1,2,1
1189,2,3,2,3,3,2,3,1,0
1190,3,2,3,4,2,2,1,1,0
1191,2,3,3,4,3,2,1,2,1
1192,1,3,1,1,3,1,1,1,0
1193,3,3,1,3,1,1,3,2,1
1194,2,4,3,4,3,1,3,3,1
1195,3,4,2,2,1,2,2,3,0
1196,3,4,2,3,1,1,1,2,0
1197,2,3,3,1,2,1,3,1,0
1198,2,3,1,2,1,2,2,2,1
1199,3,2,2,4,3,2,3,1,0
1200,1,2,3,3,3,1,2,1,0
1201,3,4,3,2,1,2,1,1,0
1202,1,2,4,4,3,1,1,2,0
1203,3,1,2,1,1,1,2,1,0
1204,1,2,3,2,2,1,3,3,0
1205,3,3,2,3,3,2,2,2,0
1206,2,2,3,2,2,2,2,3,0
1207,2,2,3,3,3,1,1,3,0
1208,3,2,4,1,1,2,2,3,0
1209,2,2,4,1,3,1,2,3,0
1210,2,3,4,2,2,1,2,1,0
1211,3,3,2,1,1,1,1,2,1
1212,1,2,2,2,2,1,2,3,1
1213,1,4,2,2,1,1,1,1,0
1214,3,4,2,2,3,2,3,3,0
1215,2,1,4,2,3,1,1,2,1
1216,3,2,2,2,1,1,3,2,0
1217,3,2,1,2,1,2,2,2,0
1218,1,1,4,2,3,2,3,2,1
1219,2,2,2,4,3,2,1,2,0
1220,2,1,3,4,1,2,3,3,1
1221,2,1,4,2,2,2,2,1,0
1222,3,3,1,1,2,2,1,2,1
1223,1,1,3,1,1,1,1,2,1
1224,2,3,3,4,3,1,3,2,1
1225,1,2,1,4,1,1,1,3,1
1226,3,3,4,2,1,2,2,2,0
1227,3,3,3,4,3,2,3,1,0
1228,1,2,1,3,1,1,1,2,0
1229,1,1,1,4,2,1,1,1,0
1230,2,4,3,2,3,2,2,1,0
1231,3,2,2,4,3,2,3,1,0
1232,1,3,2,2,1,2,1,2,1
1233,3,1,4,3,3,1,1,1,0
1234,1,4,4,4,1,1,2,1,0
1235,2,1,3,2,1,2,2,1,0
1236,1,4,4,2,1,1,1,1,0
1237,2,1,4,1,3,1,1,3,1
1238,1,2,3,2,1,1,2,2,1
1239,1,1,1,3,1,1,1,3,1
1240,1,2,2,3,3,1,2,2,0
1241,3,2,4,1,3,2,3,1,0
1242,1,4,2,3,1,2,1,3,1
1243,1,3,2,4,1,2,1,3,1
1244,3,2,4,2,2,2,2,1,0
1245,3,3,1,1,2,1,3,1,0
1246,2,2,4,1,1,2,3,2,0
1247,2,4,1,4,1,2,1,3,0
1248,1,4,3,4,1,2,2,3,1
1249,1,3,4,1,1,1,1,2,1
1250,3,2,4,4,2,2,1,3,0
1251,3,1,4,2,1,1,1,2,1
1252,2,3,1,1,1,1,1,3,1
1253,1,2,3,1,3,2,2,1,0
1254,2,4,2,4,2,2,3,1,0
1255,2,3,4,4,1,1,3,2,1
1256,2,3,4,4,2,2,2,3,1
1257,2,2,2,3,3,2,1,3,0
1258,1,1,3,4,1,2,2,3,1
1259,1,2,3,1,1,2,1,1,0
1260,3,2,1,3,2,1,3,3,0
1261,3,2,4,4,3,1,3,1,0
1262,1,4,4,1,1,2,3,1,0
1263,1,2,1,2,3,2,3,2,1
1264,3,2,4,4,1,2,3,2,0
1265,1,3,3,4,3,2,1,2,1
1266,2,2,2,4,3,1,1,3,0
1267,3,3,1,1,3,2,3,3,1
1268,2,4,2,4,1,2,1,1,0
1269,2,2,1,1,1,1,1,1,0
1270,3,1,3,1,1,2,1,1,0
1271,3,3,2,3,2,2,3,3,1
1272,3,4,3,2,3,1,3,2,0
1273,2,2,1,4,2,2,3,3,0
1274,2,2,2,3,1,2,3,1,0
1275,1,1,3,4,1,2,1,2,1
1276,2,1,1,1,1,1,3,2,1
1277,2,2,4,4,1,2,1,1,0
1278,3,1,1,3,1,2,1,3,0
1279,2,3,2,3,2,1,3,2,1
1280,1,2,2,4,2,2,1,2,0
1281,3,2,2,1,1,1,2,3,1
1282,2,3,2,3,3,2,1,2,1
1283,2,2,1,1,3,1,3,2,0
1284,1,1,4,3,3,2,1,3,1
1285,1,3,3,4,2,2,3,3,1
1286,3,3,3,4,2,1,2,3,1
1287,3,2,4,3,1,2,3,3,0
1288,3,2,1,3,2,2,3,1,0
1289,2,2,3,3,3,2,3,3,0
1290,3,1,3,4,3,1,1,2,0
1291,3,2,3,4,3,1,2,3,0
1292,1,3,2,3,2,1,3,1,0
1293,3,3,1,3,3,1,2,2,0
1294,2,2,3,1,2,2,1,2,0
1295,1,4,1,2,3,2,1,2,1
1296,3,2,1,2,3,1,2,2,0
1297,1,3,3,1,1,1,1,1,0
1298,3,4,4,3,3,1,3,1,0
1299,3,2,1,1,3,1,2,2,0
1300,2,4,1,4,2,1,2,3,1
1301,2,1,3,4,1,2,1,3,1
1302,2,2,2,4,1,1,1,3,0
1303,1,2,3,1,3,2,3,1,0
1304,1,4,4,1,2,2,3,2,1
1305,2,3,3,2,3,1,2,3,1
1306,2,1,2,3,2,2,2,3,1
1307,2,2,4,1,1,2,3,3,0
1308,3,3,2,4,1,2,3,1,0
1309,1,2,3,1,1,1,1,3,0
1310,3,4,4,2,1,2,2,3,0
1311,1,2,3,4,1,1,1,2,0
1312,1,2,3,3,1,2,2,1,0
1313,1,3,2,1,1,2,1,1,0
1314,2,1,4,4,1,2,3,2,1
1315,1,3,4,1,1,2,1,2,1
1316,1,1,4,3,2,2,3,2,1
1317,3,3,1,4,1,1,3,3,1
1318,3,2,3,2,1,1,2,1,0
1319,1,1,3,1,1,2,2,3,1
1320,2,1,1,2,2,1,1,3,1
1321,2,1,1,2,1,2,3,1,0
1322,3,3,4,3,2,1,1,1,0
1323,1,2,3,1,2,1,1,3,0
1324,3,1,2,1,2,2,1,1,0
1325,2,3,2,2,3,2,2,1,0
1326,2,4,3,2,2,1,2,1,0
1327,2,3,3,1,2,2,1,2,1
1328,2,3,3,2,1,1,3,1,0
1329,1,4,4,1,3,1,1,1,0
1330,2,2,2,1,3,1,3,2,0
1331,2,2,1,2,2,1,3,1,0
1332,1,1,4,1,2,1,3,3,1
1333,3,2,1,3,3,2,2,3,0
1334,1,3,4,2,3,1,2,3,1
1335,2,1,2,3,2,1,2,3,1
1336,3,2,2,4,3,1,2,3,0
1337,3,1,4,1,1,1,2,3,1
1338,2,2,2,4,2,1,2,1,0
1339,3,1,1,3,1,2,2,1,0
1340,2,2,4,3,2,2,2,3,0
1341,3,4,4,3,3,1,3,2,0
1342,2,1,3,2,3,1,2,3,1
1343,2,3,2,3,3,2,1,1,0
1344,2,4,4,4,3,1,1,3,0
1345,2,1,2,3,2,1,1,3,1
1346,3,3,2,4,1,1,2,2,1
1347,2,4,3,3,2,1,1,1,0
1348,3,4,4,1,3,1,2,3,0
1349,3,2,3,3,2,1,1,3,0
1350,1,3,3,3,1,1,2,1,0
1351,3,3,4,4,2,2,1,2,0
1352,3,2,3,2,1,1,1,1,0
1353,2,4,4,1,2,2,1,1,0
1354,3,3,3,4,1,2,2,2,0
1355,1,1,3,3,1,2,1,2,1
1356,1,2,2,4,2,2,3,1,0
1357,1,4,1,1,2,1,3,3,1
1358,1,2,2,3,2,1,3,1,0
1359,2,4,4,4,2,1,1,1,0
1360,2,3,4,2,3,1,1,1,0
1361,1,4,2,3,3,2,2,3,1
1362,2,4,4,3,3,2,2,1,0
1363,3,2,3,2,1,2,2,1,0
1364,2,2,4,2,2,1,1,2,0
1365,3,1,3,4,1,1,2,1,0
1366,1,2,4,2,3,1,3,3,1
1367,2,4,1,3,1,1,3,3,1
1368,3,1,2,2,2,2,1,1,0
1369,1,3,4,4,3,2,2,3,1
1370,3,2,1,4,1,2,2,3,0
1371,2,2,1,1,3,2,3,2,0
1372,1,4,4,3,1,1,3,1,0
1373,2,3,1,3,2,2,2,3,1
1374,2,3,3,4,1,1,3,2,1
1375,2,1,1,4,2,2,3,2,1
1376,2,3,3,3,1,1,3,2,1
